typeName;typeName;quantity;damagePerJob
Medium Projectile Burst Aerator I;Fried Interface Circuit;23;1
Medium Projectile Burst Aerator I;Smashed Trigger Unit;18;1
Medium Projectile Burst Aerator II;Interface Circuit;5;1
Medium Projectile Burst Aerator II;Micro Circuit;3;1
Medium Projectile Burst Aerator II;R.A.M.- Weapon Tech;1;0.28
Medium Projectile Burst Aerator II;Trigger Unit;4;1
Medium Projectile Collision Accelerator I;Charred Micro Circuit;16;1
Medium Projectile Collision Accelerator I;Fried Interface Circuit;25;1
Medium Projectile Collision Accelerator I;Smashed Trigger Unit;21;1
Medium Projectile Collision Accelerator II;Interface Circuit;5;1
Medium Projectile Collision Accelerator II;Micro Circuit;3;1
Medium Projectile Collision Accelerator II;R.A.M.- Weapon Tech;1;0.28
Medium Projectile Collision Accelerator II;Trigger Unit;4;1
Medium Projectile Locus Coordinator I;Charred Micro Circuit;16;1
Medium Projectile Locus Coordinator I;Fried Interface Circuit;18;1
Medium Projectile Locus Coordinator I;Smashed Trigger Unit;12;1
Medium Projectile Locus Coordinator II;Interface Circuit;4;1
Medium Projectile Locus Coordinator II;Micro Circuit;3;1
Medium Projectile Locus Coordinator II;R.A.M.- Weapon Tech;1;0.28
Medium Projectile Locus Coordinator II;Trigger Unit;2;1
Medium Projectile Metastasis Adjuster I;Charred Micro Circuit;16;1
Medium Projectile Metastasis Adjuster I;Fried Interface Circuit;18;1
Medium Projectile Metastasis Adjuster I;Smashed Trigger Unit;12;1
Medium Projectile Metastasis Adjuster II;Interface Circuit;4;1
Medium Projectile Metastasis Adjuster II;Micro Circuit;3;1
Medium Projectile Metastasis Adjuster II;R.A.M.- Weapon Tech;1;0.28
Medium Projectile Metastasis Adjuster II;Trigger Unit;2;1
Medium Proton Smartbomb I;Mexallon;4;1
Medium Proton Smartbomb I;Nocxium;3;1
Medium Proton Smartbomb I;Pyerite;14049;1
Medium Proton Smartbomb I;Tritanium;16948;1
Medium Proton Smartbomb I;Zydrine;1;1
Medium Proton Smartbomb II;Medium Proton Smartbomb I;1;1
Medium Proton Smartbomb II;Mexallon;200;1
Medium Proton Smartbomb II;Morphite;4;1
Medium Proton Smartbomb II;Nocxium;10;1
Medium Proton Smartbomb II;Nuclear Pulse Generator;8;1
Medium Proton Smartbomb II;Pyerite;7200;1
Medium Proton Smartbomb II;R.A.M.- Energy Tech;1;0.2
Medium Proton Smartbomb II;Tritanium;12800;1
Medium Proton Smartbomb II;Zydrine;8;1
Medium Pulse Laser Battery;Broadcast Node;1;1
Medium Pulse Laser Battery;Heavy Pulse Laser I;1;1
Medium Pulse Laser Battery;Self-Harmonizing Power Core;1;1
Medium Pulse Laser I;Isogen;6;1
Medium Pulse Laser I;Mexallon;3;1
Medium Pulse Laser I;Pyerite;1042;1
Medium Pulse Laser I;Tritanium;1400;1
Medium Pulse Laser II;Isogen;7;1
Medium Pulse Laser II;Laser Focusing Crystals;6;1
Medium Pulse Laser II;Medium Pulse Laser I;1;1
Medium Pulse Laser II;Mexallon;5;1
Medium Pulse Laser II;Morphite;4;1
Medium Pulse Laser II;Pyerite;1256;1
Medium Pulse Laser II;R.A.M.- Weapon Tech;1;0.24
Medium Pulse Laser II;Robotics;1;1
Medium Pulse Laser II;Tritanium;1684;1
Medium Railgun Battery;250mm Railgun I;1;1
Medium Railgun Battery;Broadcast Node;1;1
Medium Railgun Battery;Self-Harmonizing Power Core;1;1
Medium Remote Armor Repair System I;Mexallon;97;1
Medium Remote Armor Repair System I;Pyerite;832;1
Medium Remote Armor Repair System I;Tritanium;1355;1
Medium Remote Armor Repair System II;Isogen;20;1
Medium Remote Armor Repair System II;Medium Remote Armor Repair System I;1;1
Medium Remote Armor Repair System II;Mexallon;154;1
Medium Remote Armor Repair System II;Morphite;3;1
Medium Remote Armor Repair System II;Nanoelectrical Microprocessor;2;1
Medium Remote Armor Repair System II;Pyerite;876;1
Medium Remote Armor Repair System II;R.A.M.- Armor/Hull Tech;1;0.2
Medium Remote Armor Repair System II;Robotics;8;1
Medium Remote Armor Repair System II;Tritanium;1454;1
Medium Remote Hull Repair System I;Mexallon;2;1
Medium Remote Hull Repair System I;Pyerite;3516;1
Medium Remote Hull Repair System I;Tritanium;4664;1
Medium Remote Hull Repair System II;Medium Remote Hull Repair System I;1;1
Medium Remote Hull Repair System II;Mexallon;3;1
Medium Remote Hull Repair System II;Morphite;3;1
Medium Remote Hull Repair System II;Nanomechanical Microprocessor;8;1
Medium Remote Hull Repair System II;Pyerite;3868;1
Medium Remote Hull Repair System II;R.A.M.- Armor/Hull Tech;1;0.5
Medium Remote Hull Repair System II;Robotics;8;1
Medium Remote Hull Repair System II;Tritanium;5130;1
Medium Remote Repair Augmentor I;Armor Plates;16;1
Medium Remote Repair Augmentor I;Contaminated Nanite Compound;12;1
Medium Remote Repair Augmentor I;Fried Interface Circuit;18;1
Medium Remote Repair Augmentor II;Intact Armor Plates;3;1
Medium Remote Repair Augmentor II;Interface Circuit;3;1
Medium Remote Repair Augmentor II;Nanite Compound;2;1
Medium Remote Repair Augmentor II;R.A.M.- Armor/Hull Tech;1;0.2
Medium Rocket Fuel Cache Partition I;Burned Logic Circuit;20;1
Medium Rocket Fuel Cache Partition I;Scorched Telemetry Processor;11;1
Medium Rocket Fuel Cache Partition I;Tripped Power Circuit;20;1
Medium Rocket Fuel Cache Partition II;Logic Circuit;4;1
Medium Rocket Fuel Cache Partition II;Power Circuit;4;1
Medium Rocket Fuel Cache Partition II;R.A.M.- Weapon Tech;1;0.15
Medium Rocket Fuel Cache Partition II;Telemetry Processor;2;1
Medium Salvage Tackle I;Armor Plates;16;1
Medium Salvage Tackle I;Contaminated Nanite Compound;12;1
Medium Salvage Tackle I;Fried Interface Circuit;18;1
Medium Salvage Tackle II;Intact Armor Plates;3;1
Medium Salvage Tackle II;Interface Circuit;3;1
Medium Salvage Tackle II;Nanite Compound;2;1
Medium Salvage Tackle II;R.A.M.- Armor/Hull Tech;1;0.2
Medium Semiconductor Memory Cell I;Burned Logic Circuit;30;1
Medium Semiconductor Memory Cell I;Melted Capacitor Console;10;1
Medium Semiconductor Memory Cell I;Tripped Power Circuit;30;1
Medium Semiconductor Memory Cell II;Capacitor Console;2;1
Medium Semiconductor Memory Cell II;Logic Circuit;6;1
Medium Semiconductor Memory Cell II;Power Circuit;6;1
Medium Semiconductor Memory Cell II;R.A.M.- Energy Tech;1;0.15
Medium Sentry Damage Augmentor I;Broken Drone Transceiver;19;1
Medium Sentry Damage Augmentor I;Burned Logic Circuit;21;1
Medium Sentry Damage Augmentor I;Tripped Power Circuit;21;1
Medium Sentry Damage Augmentor II;Drone Transceiver;4;1
Medium Sentry Damage Augmentor II;Logic Circuit;4;1
Medium Sentry Damage Augmentor II;Power Circuit;4;1
Medium Sentry Damage Augmentor II;R.A.M.- Robotics;1;0.05
Medium Shield Booster I;Isogen;102;1
Medium Shield Booster I;Mexallon;433;1
Medium Shield Booster I;Pyerite;1194;1
Medium Shield Booster II;Isogen;152;1
Medium Shield Booster II;Medium Shield Booster I;1;1
Medium Shield Booster II;Mexallon;533;1
Medium Shield Booster II;Morphite;2;1
Medium Shield Booster II;Pulse Shield Emitter;4;1
Medium Shield Booster II;Pyerite;1194;1
Medium Shield Booster II;R.A.M.- Shield Tech;1;0.2
Medium Shield Booster II;Superconductors;2;1
Medium Shield Extender I;Isogen;5;1
Medium Shield Extender I;Mexallon;161;1
Medium Shield Extender I;Pyerite;410;1
Medium Shield Extender I;Tritanium;1701;1
Medium Shield Extender II;Hydrogen Batteries;4;1
Medium Shield Extender II;Isogen;7;1
Medium Shield Extender II;Medium Shield Extender I;1;1
Medium Shield Extender II;Mexallon;186;1
Medium Shield Extender II;Morphite;3;1
Medium Shield Extender II;Nocxium;4;1
Medium Shield Extender II;Pyerite;456;1
Medium Shield Extender II;R.A.M.- Shield Tech;1;0.2
Medium Shield Extender II;Sustained Shield Emitter;4;1
Medium Shield Extender II;Tritanium;1956;1
Medium Shield Maintenance Bot I;Isogen;104;1
Medium Shield Maintenance Bot I;Mexallon;68;1
Medium Shield Maintenance Bot I;Nocxium;6;1
Medium Shield Maintenance Bot I;Pyerite;187;1
Medium Shield Maintenance Bot I;Tritanium;2472;1
Medium Shield Maintenance Bot II;Guidance Systems;3;1
Medium Shield Maintenance Bot II;Isogen;104;1
Medium Shield Maintenance Bot II;Linear Shield Emitter;1;1
Medium Shield Maintenance Bot II;Medium Shield Maintenance Bot I;1;1
Medium Shield Maintenance Bot II;Mexallon;68;1
Medium Shield Maintenance Bot II;Morphite;3;1
Medium Shield Maintenance Bot II;Nocxium;6;1
Medium Shield Maintenance Bot II;Pulse Shield Emitter;1;1
Medium Shield Maintenance Bot II;Pyerite;187;1
Medium Shield Maintenance Bot II;R.A.M.- Robotics;1;0.1
Medium Shield Maintenance Bot II;Robotics;3;1
Medium Shield Maintenance Bot II;Tritanium;2472;1
Medium Shield Transporter I;Mexallon;97;1
Medium Shield Transporter I;Pyerite;832;1
Medium Shield Transporter I;Tritanium;1355;1
Medium Shield Transporter II;Linear Shield Emitter;4;1
Medium Shield Transporter II;Medium Shield Transporter I;1;1
Medium Shield Transporter II;Mexallon;115;1
Medium Shield Transporter II;Morphite;2;1
Medium Shield Transporter II;Pyerite;925;1
Medium Shield Transporter II;R.A.M.- Shield Tech;1;0.2
Medium Shield Transporter II;Transmitter;4;1
Medium Shield Transporter II;Tritanium;1660;1
Medium Ship Assembly Array;Broadcast Node;5;1
Medium Ship Assembly Array;Capital Construction Parts;2;1
Medium Ship Assembly Array;Integrity Response Drones;4;1
Medium Ship Assembly Array;Nano-Factory;8;1
Medium Ship Assembly Array;Organic Mortar Applicators;8;1
Medium Ship Assembly Array;Recursive Computing Module;5;1
Medium Ship Assembly Array;Self-Harmonizing Power Core;5;1
Medium Ship Assembly Array;Sterile Conduits;8;1
Medium Ship Assembly Array;Wetware Mainframe;4;1
Medium Signal Disruption Amplifier I;Conductive Polymer;6;1
Medium Signal Disruption Amplifier I;Damaged Artificial Neural Network;14;1
Medium Signal Disruption Amplifier I;Tripped Power Circuit;16;1
Medium Signal Disruption Amplifier II;Artificial Neural Network;3;1
Medium Signal Disruption Amplifier II;Conductive Thermoplastic;1;1
Medium Signal Disruption Amplifier II;Power Circuit;3;1
Medium Signal Disruption Amplifier II;R.A.M.- Electronics;1;0.1
Medium Signal Focusing Kit I;Burned Logic Circuit;12;1
Medium Signal Focusing Kit I;Charred Micro Circuit;10;1
Medium Signal Focusing Kit I;Damaged Artificial Neural Network;16;1
Medium Signal Focusing Kit II;Artificial Neural Network;3;1
Medium Signal Focusing Kit II;Logic Circuit;2;1
Medium Signal Focusing Kit II;Micro Circuit;2;1
Medium Signal Focusing Kit II;Miniature Electronics;8;1
Medium Signal Focusing Kit II;R.A.M.- Electronics;1;0.2
Medium Stasis Drone Augmentor I;Broken Drone Transceiver;21;1
Medium Stasis Drone Augmentor I;Burned Logic Circuit;23;1
Medium Stasis Drone Augmentor I;Tripped Power Circuit;24;1
Medium Stasis Drone Augmentor II;Drone Transceiver;4;1
Medium Stasis Drone Augmentor II;Logic Circuit;5;1
Medium Stasis Drone Augmentor II;Power Circuit;5;1
Medium Stasis Drone Augmentor II;R.A.M.- Robotics;1;0.05
Medium Targeting System Subcontroller I;Burned Logic Circuit;20;1
Medium Targeting System Subcontroller I;Charred Micro Circuit;20;1
Medium Targeting System Subcontroller I;Damaged Artificial Neural Network;16;1
Medium Targeting System Subcontroller II;Artificial Neural Network;3;1
Medium Targeting System Subcontroller II;Logic Circuit;4;1
Medium Targeting System Subcontroller II;Micro Circuit;4;1
Medium Targeting System Subcontroller II;Miniature Electronics;8;1
Medium Targeting System Subcontroller II;R.A.M.- Electronics;1;0.2
Medium Targeting Systems Stabilizer I;Burned Logic Circuit;20;1
Medium Targeting Systems Stabilizer I;Charred Micro Circuit;20;1
Medium Targeting Systems Stabilizer I;Damaged Artificial Neural Network;16;1
Medium Targeting Systems Stabilizer II;Artificial Neural Network;3;1
Medium Targeting Systems Stabilizer II;Logic Circuit;4;1
Medium Targeting Systems Stabilizer II;Micro Circuit;4;1
Medium Targeting Systems Stabilizer II;Miniature Electronics;8;1
Medium Targeting Systems Stabilizer II;R.A.M.- Electronics;1;0.2
Medium Tracking Diagnostic Subroutines I;Charred Micro Circuit;16;1
Medium Tracking Diagnostic Subroutines I;Damaged Artificial Neural Network;12;1
Medium Tracking Diagnostic Subroutines I;Fried Interface Circuit;18;1
Medium Tracking Diagnostic Subroutines II;Artificial Neural Network;2;1
Medium Tracking Diagnostic Subroutines II;Logic Circuit;4;1
Medium Tracking Diagnostic Subroutines II;Micro Circuit;3;1
Medium Tracking Diagnostic Subroutines II;Miniature Electronics;8;1
Medium Tracking Diagnostic Subroutines II;R.A.M.- Electronics;1;0.2
Medium Tractor Beam I;Isogen;2500;1
Medium Tractor Beam I;Megacyte;40;1
Medium Tractor Beam I;Mexallon;9000;1
Medium Tractor Beam I;Nocxium;350;1
Medium Tractor Beam I;Pyerite;25000;1
Medium Tractor Beam I;Tritanium;100000;1
Medium Tractor Beam I;Zydrine;20;1
Medium Trimark Armor Pump I;Armor Plates;13;1
Medium Trimark Armor Pump I;Contaminated Nanite Compound;10;1
Medium Trimark Armor Pump I;Fried Interface Circuit;15;1
Medium Trimark Armor Pump II;Intact Armor Plates;2;1
Medium Trimark Armor Pump II;Interface Circuit;3;1
Medium Trimark Armor Pump II;Nanite Compound;2;1
Medium Trimark Armor Pump II;R.A.M.- Armor/Hull Tech;1;0.2
Medium Warhead Calefaction Catalyst I;Burned Logic Circuit;25;1
Medium Warhead Calefaction Catalyst I;Scorched Telemetry Processor;21;1
Medium Warhead Calefaction Catalyst I;Tripped Power Circuit;16;1
Medium Warhead Calefaction Catalyst II;Logic Circuit;5;1
Medium Warhead Calefaction Catalyst II;Power Circuit;3;1
Medium Warhead Calefaction Catalyst II;R.A.M.- Weapon Tech;1;0.15
Medium Warhead Calefaction Catalyst II;Telemetry Processor;4;1
Medium Warhead Flare Catalyst I;Burned Logic Circuit;18;1
Medium Warhead Flare Catalyst I;Scorched Telemetry Processor;12;1
Medium Warhead Flare Catalyst I;Tripped Power Circuit;16;1
Medium Warhead Flare Catalyst II;Logic Circuit;4;1
Medium Warhead Flare Catalyst II;Power Circuit;3;1
Medium Warhead Flare Catalyst II;R.A.M.- Weapon Tech;1;0.15
Medium Warhead Flare Catalyst II;Telemetry Processor;2;1
Medium Warhead Rigor Catalyst I;Burned Logic Circuit;20;1
Medium Warhead Rigor Catalyst I;Scorched Telemetry Processor;8;1
Medium Warhead Rigor Catalyst I;Tripped Power Circuit;20;1
Medium Warhead Rigor Catalyst II;Logic Circuit;4;1
Medium Warhead Rigor Catalyst II;Power Circuit;4;1
Medium Warhead Rigor Catalyst II;R.A.M.- Weapon Tech;1;0.15
Medium Warhead Rigor Catalyst II;Telemetry Processor;2;1
Medium Warp Core Optimizer I;Burned Logic Circuit;20;1
Medium Warp Core Optimizer I;Charred Micro Circuit;14;1
Medium Warp Core Optimizer I;Thruster Console;13;1
Medium Warp Core Optimizer II;Impetus Console;3;1
Medium Warp Core Optimizer II;Logic Circuit;4;1
Medium Warp Core Optimizer II;Micro Circuit;3;1
Medium Warp Core Optimizer II;R.A.M.- Armor/Hull Tech;1;0.15
Mega Beam Laser I;Isogen;2065;1
Mega Beam Laser I;Megacyte;23;1
Mega Beam Laser I;Mexallon;7752;1
Mega Beam Laser I;Nocxium;292;1
Mega Beam Laser I;Pyerite;21174;1
Mega Beam Laser I;Tritanium;81960;1
Mega Beam Laser I;Zydrine;8;1
Mega Beam Laser II;Isogen;2568;1
Mega Beam Laser II;Laser Focusing Crystals;16;1
Mega Beam Laser II;Mega Beam Laser I;1;1
Mega Beam Laser II;Megacyte;35;1
Mega Beam Laser II;Mexallon;8980;1
Mega Beam Laser II;Morphite;14;1
Mega Beam Laser II;Nocxium;356;1
Mega Beam Laser II;Pyerite;25405;1
Mega Beam Laser II;R.A.M.- Weapon Tech;1;0.64
Mega Beam Laser II;Robotics;9;1
Mega Beam Laser II;Tritanium;10567;1
Mega Beam Laser II;Zydrine;10;1
Mega Module;Megacyte;1;1
Mega Module;Mexallon;1451;1
Mega Module;Pyerite;4063;1
Mega Module;Tritanium;5412;1
Mega Module;Zydrine;1;1
Mega Pulse Laser I;Isogen;1756;1
Mega Pulse Laser I;Megacyte;12;1
Mega Pulse Laser I;Mexallon;6477;1
Mega Pulse Laser I;Nocxium;211;1
Mega Pulse Laser I;Pyerite;16055;1
Mega Pulse Laser I;Tritanium;61476;1
Mega Pulse Laser I;Zydrine;5;1
Mega Pulse Laser II;Isogen;2245;1
Mega Pulse Laser II;Laser Focusing Crystals;15;1
Mega Pulse Laser II;Mega Pulse Laser I;1;1
Mega Pulse Laser II;Megacyte;15;1
Mega Pulse Laser II;Mexallon;7860;1
Mega Pulse Laser II;Morphite;13;1
Mega Pulse Laser II;Nocxium;305;1
Mega Pulse Laser II;Pyerite;18630;1
Mega Pulse Laser II;R.A.M.- Weapon Tech;1;0.6
Mega Pulse Laser II;Robotics;9;1
Mega Pulse Laser II;Tritanium;72056;1
Mega Pulse Laser II;Zydrine;7;1
Megathron;Isogen;115316;1
Megathron;Megacyte;2103;1
Megathron;Mexallon;462130;1
Megathron;Nocxium;28787;1
Megathron;Pyerite;1843894;1
Megathron;Tritanium;7372840;1
Megathron;Zydrine;6830;1
Megathron Federate Issue;Isogen;115316;1
Megathron Federate Issue;Megacyte;2103;1
Megathron Federate Issue;Mexallon;462130;1
Megathron Federate Issue;Nocxium;28787;1
Megathron Federate Issue;Pyerite;1843894;1
Megathron Federate Issue;Tritanium;7372840;1
Megathron Federate Issue;Zydrine;6830;1
Megathron Navy Issue;Isogen;118519;1
Megathron Navy Issue;Megacyte;2254;1
Megathron Navy Issue;Mexallon;474675;1
Megathron Navy Issue;Nocxium;29595;1
Megathron Navy Issue;Pyerite;1894802;1
Megathron Navy Issue;Tritanium;7577632;1
Megathron Navy Issue;Zydrine;7060;1
Mercoxit Mining Crystal I;Nocxium;800;1
Mercoxit Mining Crystal II;Hypersynaptic Fibers;16;1
Mercoxit Mining Crystal II;Mercoxit Mining Crystal I;1;1
Mercoxit Mining Crystal II;Nocxium;400;1
Mercoxit Mining Crystal II;Nocxium;800;1
Mercoxit Mining Crystal II;R.A.M.- Electronics;1;0.09
Merlin;Isogen;531;1
Merlin;Megacyte;2;1
Merlin;Mexallon;2814;1
Merlin;Nocxium;2;1
Merlin;Pyerite;8444;1
Merlin;Tritanium;18964;1
Merlin;Zydrine;2;1
Metallofullerene Plating;Electromechanical Hull Sheeting;5;1
Metallofullerene Plating;Fulleroferrocene;15;1
Metallofullerene Plating;Modified Fluid Router;4;1
Metallofullerene Plating;PPD Fullerene Fibers;4;1
Methros Enhanced Decoding Device;Encoding Matrix Component;10;1
Methros Enhanced Decoding Device;Standard Decoding Device;1;1
Micro Auxiliary Power Core I;Isogen;135;1
Micro Auxiliary Power Core I;Mexallon;889;1
Micro Auxiliary Power Core I;Nocxium;133;1
Micro Auxiliary Power Core I;Pyerite;2463;1
Micro Auxiliary Power Core I;Tritanium;8236;1
Micro Auxiliary Power Core II;Isogen;149;1
Micro Auxiliary Power Core II;Mexallon;978;1
Micro Auxiliary Power Core II;Micro Auxiliary Power Core I;1;1
Micro Auxiliary Power Core II;Morphite;1;1
Micro Auxiliary Power Core II;Nanoelectrical Microprocessor;4;1
Micro Auxiliary Power Core II;Nocxium;146;1
Micro Auxiliary Power Core II;Pyerite;2709;1
Micro Auxiliary Power Core II;R.A.M.- Energy Tech;1;0.25
Micro Auxiliary Power Core II;Superconductors;4;1
Micro Auxiliary Power Core II;Tritanium;9060;1
Micro 'Trapper' Shield Extender;Mexallon;9;1
Micro 'Trapper' Shield Extender;Pyerite;163;1
Micro 'Trapper' Shield Extender;Talocan Partition Plates;1;1
Micro 'Trapper' Shield Extender;Talocan Sketch Books;1;1
Micro 'Trapper' Shield Extender;Talocan System Interface Unit;1;1
Micro 'Trapper' Shield Extender;Tritanium;204;1
Microwave L;Isogen;3;1
Microwave L;Megacyte;22;1
Microwave L;Mexallon;78;1
Microwave L;Nocxium;1;1
Microwave L;Zydrine;8;1
Microwave M;Isogen;3;1
Microwave M;Megacyte;2;1
Microwave M;Mexallon;53;1
Microwave M;Nocxium;3;1
Microwave S;Isogen;3;1
Microwave S;Mexallon;2;1
Microwave S;Nocxium;3;1
Microwave S;Pyerite;1;1
Microwave S;Tritanium;4;1
Microwave XL;Isogen;30;1
Microwave XL;Megacyte;220;1
Microwave XL;Mexallon;780;1
Microwave XL;Nocxium;10;1
Microwave XL;Zydrine;80;1
Mimir;Isogen;7053;1
Mimir;Megacyte;172;1
Mimir;Mexallon;29243;1
Mimir;Nocxium;1747;1
Mimir;Pyerite;112774;1
Mimir;Tritanium;450484;1
Mimir;Zydrine;454;1
Miner I;Mexallon;107;1
Miner I;Pyerite;433;1
Miner I;Tritanium;1192;1
Miner II;Laser Focusing Crystals;2;1
Miner II;Mechanical Parts;5;1
Miner II;Megacyte;2;1
Miner II;Mexallon;211;1
Miner II;Miner I;1;1
Miner II;Morphite;1;1
Miner II;Nocxium;28;1
Miner II;Photon Microprocessor;3;1
Miner II;Pyerite;978;1
Miner II;R.A.M.- Energy Tech;1;0.2
Miner II;Tritanium;532;1
Mining Drone - Elite;Isogen;4;1
Mining Drone - Elite;Megacyte;1;1
Mining Drone - Elite;Nocxium;12;1
Mining Drone - Elite;Tritanium;69;1
Mining Drone - Improved UNUSED;Isogen;4;1
Mining Drone - Improved UNUSED;Megacyte;1;1
Mining Drone - Improved UNUSED;Nocxium;12;1
Mining Drone - Improved UNUSED;Tritanium;69;1
Mining Drone I;Isogen;4;1
Mining Drone I;Megacyte;1;1
Mining Drone I;Nocxium;12;1
Mining Drone I;Tritanium;69;1
Mining Drone II;Isogen;4;1
Mining Drone II;Laser Focusing Crystals;1;1
Mining Drone II;Megacyte;1;1
Mining Drone II;Mining Drone I;1;1
Mining Drone II;Morphite;2;1
Mining Drone II;Nocxium;12;1
Mining Drone II;Photon Microprocessor;1;1
Mining Drone II;R.A.M.- Robotics;1;0.05
Mining Drone II;Robotics;3;1
Mining Drone II;Tritanium;69;1
Mining Foreman Link - Harvester Capacitor Efficiency I;Hypersynaptic Fibers;10;1
Mining Foreman Link - Harvester Capacitor Efficiency I;Isogen;100;1
Mining Foreman Link - Harvester Capacitor Efficiency I;Megacyte;10;1
Mining Foreman Link - Harvester Capacitor Efficiency I;Nanotransistors;20;1
Mining Foreman Link - Harvester Capacitor Efficiency I;Nocxium;50;1
Mining Foreman Link - Harvester Capacitor Efficiency I;Tritanium;854;1
Mining Foreman Link - Harvester Capacitor Efficiency II;Hypersynaptic Fibers;11;1
Mining Foreman Link - Harvester Capacitor Efficiency II;Isogen;110;1
Mining Foreman Link - Harvester Capacitor Efficiency II;Megacyte;11;1
Mining Foreman Link - Harvester Capacitor Efficiency II;Mining Foreman Link - Harvester Capacitor Efficiency I;1;1
Mining Foreman Link - Harvester Capacitor Efficiency II;Morphite;3;1
Mining Foreman Link - Harvester Capacitor Efficiency II;Nanotransistors;22;1
Mining Foreman Link - Harvester Capacitor Efficiency II;Nocxium;55;1
Mining Foreman Link - Harvester Capacitor Efficiency II;Photon Microprocessor;8;1
Mining Foreman Link - Harvester Capacitor Efficiency II;R.A.M.- Electronics;1;0.5
Mining Foreman Link - Harvester Capacitor Efficiency II;Transmitter;8;1
Mining Foreman Link - Harvester Capacitor Efficiency II;Tritanium;939;1
Mining Foreman Link - Laser Optimization I;Hypersynaptic Fibers;10;1
Mining Foreman Link - Laser Optimization I;Isogen;100;1
Mining Foreman Link - Laser Optimization I;Megacyte;10;1
Mining Foreman Link - Laser Optimization I;Nanotransistors;20;1
Mining Foreman Link - Laser Optimization I;Nocxium;50;1
Mining Foreman Link - Laser Optimization I;Tritanium;854;1
Mining Foreman Link - Laser Optimization II;Hypersynaptic Fibers;11;1
Mining Foreman Link - Laser Optimization II;Isogen;110;1
Mining Foreman Link - Laser Optimization II;Megacyte;11;1
Mining Foreman Link - Laser Optimization II;Mining Foreman Link - Laser Optimization I;1;1
Mining Foreman Link - Laser Optimization II;Morphite;3;1
Mining Foreman Link - Laser Optimization II;Nanotransistors;22;1
Mining Foreman Link - Laser Optimization II;Nocxium;55;1
Mining Foreman Link - Laser Optimization II;Photon Microprocessor;8;1
Mining Foreman Link - Laser Optimization II;R.A.M.- Electronics;1;0.5
Mining Foreman Link - Laser Optimization II;Transmitter;8;1
Mining Foreman Link - Laser Optimization II;Tritanium;939;1
Mining Foreman Link - Mining Laser Field Enhancement I;Hypersynaptic Fibers;10;1
Mining Foreman Link - Mining Laser Field Enhancement I;Isogen;100;1
Mining Foreman Link - Mining Laser Field Enhancement I;Megacyte;10;1
Mining Foreman Link - Mining Laser Field Enhancement I;Nanotransistors;20;1
Mining Foreman Link - Mining Laser Field Enhancement I;Nocxium;50;1
Mining Foreman Link - Mining Laser Field Enhancement I;Tritanium;854;1
Mining Foreman Link - Mining Laser Field Enhancement II;Hypersynaptic Fibers;11;1
Mining Foreman Link - Mining Laser Field Enhancement II;Isogen;110;1
Mining Foreman Link - Mining Laser Field Enhancement II;Megacyte;11;1
Mining Foreman Link - Mining Laser Field Enhancement II;Mining Foreman Link - Mining Laser Field Enhancement I;1;1
Mining Foreman Link - Mining Laser Field Enhancement II;Morphite;3;1
Mining Foreman Link - Mining Laser Field Enhancement II;Nanotransistors;22;1
Mining Foreman Link - Mining Laser Field Enhancement II;Nocxium;55;1
Mining Foreman Link - Mining Laser Field Enhancement II;Photon Microprocessor;8;1
Mining Foreman Link - Mining Laser Field Enhancement II;R.A.M.- Electronics;1;0.5
Mining Foreman Link - Mining Laser Field Enhancement II;Transmitter;8;1
Mining Foreman Link - Mining Laser Field Enhancement II;Tritanium;939;1
Mining Laser Optimization I;Alloyed Tritanium Bar;100;1
Mining Laser Optimization I;Fried Interface Circuit;118;1
Mining Laser Optimization I;Tripped Power Circuit;68;1
Mining Laser Optimization II;Alloyed Tritanium Bar;100;1
Mining Laser Optimization II;Fried Interface Circuit;118;1
Mining Laser Optimization II;Tripped Power Circuit;68;1
Mining Laser Range I;Alloyed Tritanium Bar;100;1
Mining Laser Range I;Fried Interface Circuit;118;1
Mining Laser Range I;Tripped Power Circuit;68;1
Mining Laser Range II;Alloyed Tritanium Bar;100;1
Mining Laser Range II;Fried Interface Circuit;118;1
Mining Laser Range II;Tripped Power Circuit;68;1
Mining Laser Upgrade I;Isogen;2;1
Mining Laser Upgrade I;Megacyte;1;1
Mining Laser Upgrade I;Mexallon;286;1
Mining Laser Upgrade I;Tritanium;608;1
Mining Laser Upgrade I;Zydrine;3;1
Mining Laser Upgrade II;Isogen;2;1
Mining Laser Upgrade II;Laser Focusing Crystals;5;1
Mining Laser Upgrade II;Mechanical Parts;5;1
Mining Laser Upgrade II;Megacyte;1;1
Mining Laser Upgrade II;Mexallon;286;1
Mining Laser Upgrade II;Miniature Electronics;2;1
Mining Laser Upgrade II;Mining Laser Upgrade I;1;1
Mining Laser Upgrade II;Morphite;3;1
Mining Laser Upgrade II;R.A.M.- Electronics;1;0.1
Mining Laser Upgrade II;Tritanium;608;1
Mining Laser Upgrade II;Zydrine;3;1
Minmatar Control Tower;Broadcast Node;18;1
Minmatar Control Tower;Capital Construction Parts;8;1
Minmatar Control Tower;Integrity Response Drones;32;1
Minmatar Control Tower;Nano-Factory;26;1
Minmatar Control Tower;Organic Mortar Applicators;28;1
Minmatar Control Tower;Recursive Computing Module;18;1
Minmatar Control Tower;Self-Harmonizing Power Core;18;1
Minmatar Control Tower;Sterile Conduits;28;1
